Event ID,Date,Year,Month,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-00102,2023-01-17,2023,January,3,Plant Munich,Line M3,MC-0023,Packaging Machine,Afternoon (14-22),OP-0115,Tech-005,Mechanical Failure,Bearing Failure,Unplanned,Aging Equipment,34,0.57,158.78,4.67,46,Plastic Components,In Progress,,Corrective
DT-00103,2023-01-17,2023,January,3,Plant Rotterdam,Line R3,MC-0009,Palletizer,Afternoon (14-22),OP-0039,Tech-024,Material Shortage,Supplier Delay,Unplanned,Wear and Tear,192,3.2,992.64,5.17,108,Packaging Units,Resolved,4.99,Corrective
DT-00104,2023-01-18,2023,January,3,Plant Katowice,Line K2,MC-0033,Industrial Oven,Afternoon (14-22),OP-0074,Tech-020,Electrical Failure,Wiring Fault,Unplanned,Supplier Quality Issue,51,0.85,325.89,6.39,72,Plastic Components,Resolved,1.22,Corrective
DT-00105,2023-01-18,2023,January,3,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Afternoon (14-22),OP-0040,Tech-007,Mechanical Failure,Motor Failure,Unplanned,Lack of Preventive Maintenance,91,1.52,823.55,9.05,121,Machine Tools,Resolved,1.16,Predictive
DT-00106,2023-01-18,2023,January,3,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Afternoon (14-22),OP-0014,Tech-005,Software/Control Issue,Software Crash,Unplanned,Inadequate Training,150,2.5,1350.0,9.0,173,Plastic Components,In Progress,,Corrective
DT-00107,2023-01-18,2023,January,3,Plant Munich,Line M2,MC-0019,Palletizer,Afternoon (14-22),OP-0089,Tech-017,Changeover,Tooling Change,Planned,Aging Equipment,51,0.85,274.89,5.39,45,Metal Fittings,In Progress,,Predictive
DT-00108,2023-01-18,2023,January,3,Plant Katowice,Line K1,MC-0031,Robotic Welder,Night (22-06),OP-0110,Tech-010,Preventive Maintenance,Scheduled Inspection,Planned,Design Flaw,75,1.25,941.25,12.55,153,Plastic Components,Resolved,0.25,Preventive
DT-00109,2023-01-18,2023,January,3,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Afternoon (14-22),OP-0038,Tech-001,Material Shortage,Component Stockout,Planned,Process Variation,193,3.22,2094.05,10.85,288,Electronic Housings,Pending,,Corrective
DT-00110,2023-01-19,2023,January,3,Plant Katowice,Line K1,MC-0030,Stamping Press,Morning (06-14),OP-0006,Tech-010,Changeover,Product Changeover,Planned,Poor Spare Parts Availability,57,0.95,547.77,9.61,57,Machine Tools,Resolved,0.8,Predictive
DT-00111,2023-01-19,2023,January,3,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Afternoon (14-22),OP-0027,Tech-020,Changeover,Product Changeover,Unplanned,Environmental Conditions,41,0.68,235.75,5.75,36,Electronic Housings,Resolved,1.16,Corrective
DT-00112,2023-01-19,2023,January,3,Plant Munich,Line M2,MC-0016,Packaging Machine,Night (22-06),OP-0002,Tech-008,Electrical Failure,Wiring Fault,Unplanned,Wear and Tear,40,0.67,148.0,3.7,100,Plastic Components,Pending,,Corrective
DT-00113,2023-01-19,2023,January,3,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Afternoon (14-22),OP-0091,Tech-002,Software/Control Issue,HMI Freeze,Unplanned,Human Error,60,1.0,438.0,7.3,44,Plastic Components,Resolved,3.83,Corrective
DT-00114,2023-01-19,2023,January,3,Plant Katowice,Line K1,MC-0029,Stamping Press,Afternoon (14-22),OP-0085,Tech-014,Electrical Failure,PLC Error,Unplanned,Lack of Preventive Maintenance,48,0.8,449.76,9.37,74,Electronic Housings,Resolved,0.66,Corrective
DT-00115,2023-01-19,2023,January,3,Plant Munich,Line M3,MC-0024,Injection Molding Machine,Morning (06-14),OP-0028,Tech-010,Changeover,Tooling Change,Planned,Process Variation,47,0.78,536.27,11.41,67,Packaging Units,Resolved,0.93,Corrective
DT-00116,2023-01-19,2023,January,3,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Afternoon (14-22),OP-0085,Tech-007,Quality Issue,Calibration Drift,Unplanned,Process Variation,59,0.98,670.24,11.36,63,Packaging Units,Resolved,2.63,Corrective
DT-00117,2023-01-19,2023,January,3,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Afternoon (14-22),OP-0107,Tech-012,Quality Issue,Calibration Drift,Unplanned,Design Flaw,87,1.45,786.48,9.04,175,Plastic Components,Resolved,1.43,Corrective
DT-00118,2023-01-19,2023,January,3,Plant Munich,Line M3,MC-0024,Injection Molding Machine,Morning (06-14),OP-0019,Tech-009,Material Shortage,Raw Material Delay,Unplanned,Poor Spare Parts Availability,176,2.93,1828.64,10.39,242,Packaging Units,Resolved,2.56,Corrective
DT-00119,2023-01-19,2023,January,3,Plant Munich,Line M1,MC-0015,Stamping Press,Morning (06-14),OP-0061,Tech-011,Changeover,Tooling Change,Planned,Unknown,42,0.7,472.92,11.26,47,Metal Fittings,Resolved,0.81,Corrective
DT-00120,2023-01-20,2023,January,3,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Afternoon (14-22),OP-0016,Tech-018,Quality Issue,Calibration Drift,Unplanned,Inadequate Training,81,1.35,1296.81,16.01,153,Plastic Components,Resolved,2.91,Corrective
DT-00121,2023-01-20,2023,January,3,Plant Katowice,Line K2,MC-0033,Industrial Oven,Afternoon (14-22),OP-0067,Tech-003,Electrical Failure,Wiring Fault,Unplanned,Process Variation,14,0.23,92.96,6.64,16,Machine Tools,Resolved,0.3,Corrective
DT-00122,2023-01-20,2023,January,3,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Night (22-06),OP-0060,Tech-007,Mechanical Failure,Motor Failure,Unplanned,Supplier Quality Issue,112,1.87,862.4,7.7,87,Machine Tools,In Progress,,Corrective
DT-00123,2023-01-20,2023,January,3,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0018,Tech-011,Changeover,Tooling Change,Planned,Human Error,32,0.53,138.88,4.34,54,Plastic Components,Resolved,0.97,Corrective
DT-00124,2023-01-20,2023,January,3,Plant Rotterdam,Line R3,MC-0009,Palletizer,Morning (06-14),OP-0089,Tech-019,Software/Control Issue,Firmware Update Error,Unplanned,Wear and Tear,32,0.53,151.68,4.74,14,Automotive Parts,Resolved,0.48,Corrective
DT-00125,2023-01-20,2023,January,3,Plant Rotterdam,Line R2,MC-0004,Stamping Press,Morning (06-14),OP-0109,Tech-010,Material Shortage,Raw Material Delay,Unplanned,Process Variation,155,2.58,1643.0,10.6,331,Packaging Units,Resolved,4.19,Predictive
DT-00126,2023-01-20,2023,January,3,Plant Lyon,Line L1,MC-0038,Stamping Press,Afternoon (14-22),OP-0051,Tech-014,Mechanical Failure,Gear Wear,Unplanned,Lack of Preventive Maintenance,45,0.75,296.55,6.59,108,Plastic Components,Resolved,0.59,Corrective
DT-00127,2023-01-20,2023,January,3,Plant Lyon,Line L3,MC-0047,Industrial Oven,Morning (06-14),OP-0101,Tech-011,Material Shortage,Raw Material Delay,Unplanned,Human Error,32,0.53,204.48,6.39,66,Automotive Parts,Resolved,3.34,Corrective
DT-00128,2023-01-21,2023,January,3,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Morning (06-14),OP-0001,Tech-008,Mechanical Failure,Gear Wear,Unplanned,Supplier Quality Issue,42,0.7,343.14,8.17,57,Electronic Housings,Resolved,0.82,Corrective
DT-00129,2023-01-21,2023,January,3,Plant Munich,Line M3,MC-0022,Stamping Press,Afternoon (14-22),OP-0045,Tech-014,Material Shortage,Component Stockout,Unplanned,Inadequate Training,182,3.03,1432.34,7.87,374,Metal Fittings,Resolved,4.72,Predictive
DT-00130,2023-01-21,2023,January,3,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Afternoon (14-22),OP-0004,Tech-014,Mechanical Failure,Gear Wear,Unplanned,Environmental Conditions,10,0.17,85.0,8.5,8,Electronic Housings,Resolved,2.02,Corrective
DT-00131,2023-01-21,2023,January,3,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Afternoon (14-22),OP-0082,Tech-013,Changeover,Product Changeover,Planned,Poor Spare Parts Availability,16,0.27,135.52,8.47,32,Automotive Parts,Resolved,3.08,Corrective
DT-00132,2023-01-21,2023,January,3,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Night (22-06),OP-0092,Tech-007,Preventive Maintenance,Routine Calibration,Planned,Supplier Quality Issue,79,1.32,856.36,10.84,158,Machine Tools,Resolved,1.37,Preventive
DT-00133,2023-01-22,2023,January,3,Plant Lyon,Line L2,MC-0041,Hydraulic Press,Morning (06-14),OP-0062,Tech-016,Operator Error,Incorrect Setup,Unplanned,Unknown,96,1.6,692.16,7.21,198,Automotive Parts,Resolved,3.69,Corrective
DT-00134,2023-01-22,2023,January,3,Plant Munich,Line M1,MC-0013,Packaging Machine,Afternoon (14-22),OP-0036,Tech-017,Mechanical Failure,Gear Wear,Unplanned,Unknown,137,2.28,698.7,5.1,226,Metal Fittings,Resolved,4.08,Corrective
DT-00135,2023-01-22,2023,January,3,Plant Katowice,Line K1,MC-0029,Stamping Press,Morning (06-14),OP-0097,Tech-020,Mechanical Failure,Bearing Failure,Unplanned,Lack of Preventive Maintenance,54,0.9,410.4,7.6,95,Packaging Units,Resolved,0.2,Predictive
DT-00136,2023-01-22,2023,January,3,Plant Munich,Line M3,MC-0022,Stamping Press,Morning (06-14),OP-0108,Tech-010,Changeover,Product Changeover,Planned,Inadequate Training,32,0.53,301.12,9.41,53,Metal Fittings,Resolved,0.98,Corrective
DT-00137,2023-01-22,2023,January,3,Plant Munich,Line M2,MC-0016,Packaging Machine,Morning (06-14),OP-0017,Tech-025,Electrical Failure,PLC Error,Unplanned,Lack of Preventive Maintenance,59,0.98,171.69,2.91,126,Plastic Components,Resolved,1.65,Corrective
DT-00138,2023-01-22,2023,January,3,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Morning (06-14),OP-0052,Tech-019,Electrical Failure,Wiring Fault,Unplanned,Environmental Conditions,115,1.92,685.4,5.96,194,Metal Fittings,Resolved,2.72,Corrective
DT-00139,2023-01-22,2023,January,3,Plant Munich,Line M1,MC-0013,Packaging Machine,Morning (06-14),OP-0019,Tech-023,Material Shortage,Supplier Delay,Unplanned,Aging Equipment,143,2.38,690.69,4.83,139,Automotive Parts,Resolved,3.9,Corrective
DT-00140,2023-01-22,2023,January,3,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Afternoon (14-22),OP-0035,Tech-011,Mechanical Failure,Motor Failure,Unplanned,Supplier Quality Issue,57,0.95,507.3,8.9,125,Metal Fittings,Resolved,0.2,Corrective
DT-00141,2023-01-22,2023,January,3,Plant Katowice,Line K2,MC-0034,Industrial Oven,Morning (06-14),OP-0110,Tech-011,Changeover,Product Changeover,Planned,Unknown,59,0.98,338.66,5.74,143,Plastic Components,Resolved,0.94,Corrective
DT-00142,2023-01-22,2023,January,3,Plant Lyon,Line L3,MC-0045,Packaging Machine,Morning (06-14),OP-0033,Tech-008,Material Shortage,Component Stockout,Unplanned,Lack of Preventive Maintenance,186,3.1,327.36,1.76,235,Plastic Components,Resolved,3.2,Corrective
DT-00143,2023-01-23,2023,January,4,Plant Katowice,Line K2,MC-0032,Hydraulic Press,Night (22-06),OP-0078,Tech-022,Mechanical Failure,Bearing Failure,Unplanned,Unknown,58,0.97,727.9,12.55,77,Electronic Housings,Resolved,2.56,Corrective
DT-00144,2023-01-23,2023,January,4,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Morning (06-14),OP-0054,Tech-006,Software/Control Issue,Software Crash,Planned,Lack of Preventive Maintenance,59,0.98,424.8,7.2,140,Electronic Housings,Resolved,0.83,Predictive
DT-00145,2023-01-23,2023,January,4,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Morning (06-14),OP-0062,Tech-023,Mechanical Failure,Gear Wear,Planned,Inadequate Training,31,0.52,214.83,6.93,56,Electronic Housings,Resolved,3.08,Corrective
DT-00146,2023-01-23,2023,January,4,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Afternoon (14-22),OP-0096,Tech-020,Changeover,Mold Change,Planned,Process Variation,18,0.3,173.34,9.63,23,Packaging Units,Resolved,0.2,Corrective
DT-00147,2023-01-23,2023,January,4,Plant Munich,Line M1,MC-0015,Stamping Press,Night (22-06),OP-0091,Tech-019,Operator Error,Manual Handling Error,Unplanned,Human Error,61,1.02,492.27,8.07,106,Metal Fittings,Resolved,2.12,Corrective
DT-00148,2023-01-24,2023,January,4,Plant Lyon,Line L2,MC-0042,Conveyor System,Afternoon (14-22),OP-0049,Tech-009,Electrical Failure,Short Circuit,Unplanned,Lack of Preventive Maintenance,29,0.48,80.04,2.76,48,Electronic Housings,Resolved,0.2,Corrective
DT-00149,2023-01-24,2023,January,4,Plant Rotterdam,Line R1,MC-0001,Industrial Oven,Night (22-06),OP-0057,Tech-010,Mechanical Failure,Gear Wear,Unplanned,Inadequate Training,91,1.52,556.01,6.11,196,Metal Fittings,Resolved,2.64,Corrective
DT-00150,2023-01-24,2023,January,4,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Night (22-06),OP-0110,Tech-005,Software/Control Issue,Software Crash,Unplanned,Lack of Preventive Maintenance,101,1.68,548.43,5.43,208,Automotive Parts,Resolved,3.0,Corrective
DT-00151,2023-01-24,2023,January,4,Plant Rotterdam,Line R2,MC-0006,Assembly Robot,Night (22-06),OP-0029,Tech-024,Electrical Failure,Power Supply Failure,Unplanned,Design Flaw,43,0.72,515.57,11.99,65,Metal Fittings,Resolved,1.83,Corrective
DT-00152,2023-01-24,2023,January,4,Plant Munich,Line M3,MC-0024,Injection Molding Machine,Morning (06-14),OP-0080,Tech-009,Electrical Failure,Sensor Malfunction,Unplanned,Lack of Preventive Maintenance,131,2.18,1937.49,14.79,204,Automotive Parts,Resolved,4.69,Corrective
DT-00153,2023-01-24,2023,January,4,Plant Munich,Line M1,MC-0011,Industrial Oven,Night (22-06),OP-0037,Tech-022,Software/Control Issue,HMI Freeze,Unplanned,Unknown,45,0.75,388.8,8.64,39,Automotive Parts,Resolved,1.28,Predictive
DT-00154,2023-01-24,2023,January,4,Plant Munich,Line M1,MC-0015,Stamping Press,Afternoon (14-22),OP-0120,Tech-007,Software/Control Issue,HMI Freeze,Unplanned,Inadequate Training,79,1.32,665.18,8.42,113,Plastic Components,Resolved,4.14,Corrective
DT-00155,2023-01-24,2023,January,4,Plant Katowice,Line K1,MC-0030,Stamping Press,Night (22-06),OP-0103,Tech-014,Mechanical Failure,Motor Failure,Planned,Process Variation,21,0.35,250.32,11.92,48,Electronic Housings,Pending,,Corrective
DT-00156,2023-01-24,2023,January,4,Plant Lyon,Line L3,MC-0044,CNC Machine,Afternoon (14-22),OP-0006,Tech-013,Mechanical Failure,Hydraulic Leak,Unplanned,Poor Spare Parts Availability,25,0.42,299.0,11.96,36,Automotive Parts,Resolved,2.29,Predictive
DT-00157,2023-01-25,2023,January,4,Plant Munich,Line M3,MC-0023,Packaging Machine,Morning (06-14),OP-0092,Tech-010,Operator Error,Missed Procedure Step,Unplanned,Wear and Tear,48,0.8,374.88,7.81,103,Packaging Units,Resolved,2.85,Corrective
DT-00158,2023-01-25,2023,January,4,Plant Lyon,Line L3,MC-0047,Industrial Oven,Afternoon (14-22),OP-0102,Tech-011,Changeover,Product Changeover,Planned,Supplier Quality Issue,26,0.43,120.9,4.65,33,Electronic Housings,Resolved,0.75,Predictive
DT-00159,2023-01-25,2023,January,4,Plant Munich,Line M3,MC-0022,Stamping Press,Night (22-06),OP-0063,Tech-023,Operator Error,Manual Handling Error,Unplanned,Unknown,29,0.48,195.46,6.74,49,Automotive Parts,Resolved,1.53,Predictive
DT-00160,2023-01-25,2023,January,4,Plant Rotterdam,Line R3,MC-0009,Palletizer,Afternoon (14-22),OP-0079,Tech-023,Mechanical Failure,Bearing Failure,Unplanned,Poor Spare Parts Availability,73,1.22,268.64,3.68,119,Machine Tools,Resolved,1.41,Predictive
DT-00161,2023-01-25,2023,January,4,Plant Rotterdam,Line R3,MC-0009,Palletizer,Afternoon (14-22),OP-0066,Tech-001,Electrical Failure,PLC Error,Planned,Poor Spare Parts Availability,19,0.32,104.12,5.48,16,Metal Fittings,Resolved,0.91,Corrective
DT-00162,2023-01-25,2023,January,4,Plant Lyon,Line L3,MC-0044,CNC Machine,Night (22-06),OP-0112,Tech-014,Material Shortage,Raw Material Delay,Unplanned,Human Error,171,2.85,1922.04,11.24,218,Plastic Components,Resolved,4.02,Predictive
DT-00163,2023-01-25,2023,January,4,Plant Rotterdam,Line R3,MC-0009,Palletizer,Afternoon (14-22),OP-0085,Tech-020,Software/Control Issue,Software Crash,Unplanned,Poor Spare Parts Availability,36,0.6,227.16,6.31,57,Automotive Parts,Resolved,0.2,Corrective
DT-00164,2023-01-25,2023,January,4,Plant Munich,Line M2,MC-0018,Hydraulic Press,Morning (06-14),OP-0076,Tech-013,Preventive Maintenance,Scheduled Inspection,Planned,Process Variation,57,0.95,404.13,7.09,79,Electronic Housings,In Progress,,Preventive
DT-00165,2023-01-25,2023,January,4,Plant Lyon,Line L3,MC-0047,Industrial Oven,Morning (06-14),OP-0093,Tech-019,Mechanical Failure,Hydraulic Leak,Unplanned,Design Flaw,93,1.55,376.65,4.05,155,Machine Tools,Resolved,1.59,Corrective
DT-00166,2023-01-25,2023,January,4,Plant Lyon,Line L2,MC-0039,Industrial Oven,Night (22-06),OP-0101,Tech-013,Material Shortage,Supplier Delay,Unplanned,Process Variation,149,2.48,1177.1,7.9,163,Packaging Units,Resolved,4.71,Predictive
DT-00167,2023-01-26,2023,January,4,Plant Munich,Line M1,MC-0015,Stamping Press,Morning (06-14),OP-0119,Tech-020,Material Shortage,Supplier Delay,Unplanned,Lack of Preventive Maintenance,119,1.98,1151.92,9.68,229,Automotive Parts,Resolved,4.26,Corrective
DT-00168,2023-01-26,2023,January,4,Plant Lyon,Line L1,MC-0036,Palletizer,Morning (06-14),OP-0061,Tech-021,Electrical Failure,Sensor Malfunction,Unplanned,Unknown,43,0.72,245.53,5.71,100,Metal Fittings,Resolved,0.2,Corrective
DT-00169,2023-01-26,2023,January,4,Plant Munich,Line M4,MC-0025,Robotic Welder,Afternoon (14-22),OP-0007,Tech-021,Changeover,Tooling Change,Planned,Inadequate Training,51,0.85,507.45,9.95,70,Automotive Parts,Resolved,2.08,Corrective
DT-00170,2023-01-26,2023,January,4,Plant Lyon,Line L2,MC-0042,Conveyor System,Afternoon (14-22),OP-0030,Tech-021,Electrical Failure,Short Circuit,Unplanned,Environmental Conditions,17,0.28,52.53,3.09,31,Automotive Parts,Resolved,0.62,Predictive
DT-00171,2023-01-26,2023,January,4,Plant Munich,Line M2,MC-0018,Hydraulic Press,Afternoon (14-22),OP-0032,Tech-022,Preventive Maintenance,Routine Calibration,Planned,Lack of Preventive Maintenance,79,1.32,638.32,8.08,91,Electronic Housings,Resolved,2.85,Preventive
DT-00172,2023-01-26,2023,January,4,Plant Rotterdam,Line R1,MC-0001,Industrial Oven,Afternoon (14-22),OP-0090,Tech-004,Mechanical Failure,Motor Failure,Unplanned,Supplier Quality Issue,17,0.28,112.88,6.64,14,Machine Tools,Pending,,Corrective
DT-00173,2023-01-27,2023,January,4,Plant Munich,Line M1,MC-0013,Packaging Machine,Night (22-06),OP-0065,Tech-025,Mechanical Failure,Bearing Failure,Unplanned,Design Flaw,44,0.73,312.4,7.1,58,Packaging Units,Resolved,1.2,Corrective
DT-00174,2023-01-27,2023,January,4,Plant Lyon,Line L2,MC-0041,Hydraulic Press,Morning (06-14),OP-0038,Tech-015,Preventive Maintenance,Routine Calibration,Planned,Process Variation,71,1.18,553.8,7.8,51,Packaging Units,Resolved,1.43,Preventive
DT-00175,2023-01-27,2023,January,4,Plant Katowice,Line K1,MC-0029,Stamping Press,Morning (06-14),OP-0044,Tech-022,Changeover,Tooling Change,Planned,Supplier Quality Issue,52,0.87,406.12,7.81,73,Packaging Units,Resolved,2.12,Corrective
DT-00176,2023-01-27,2023,January,4,Plant Munich,Line M4,MC-0027,Packaging Machine,Afternoon (14-22),OP-0120,Tech-016,Mechanical Failure,Belt Breakage,Unplanned,Poor Spare Parts Availability,35,0.58,176.75,5.05,43,Packaging Units,Resolved,1.31,Predictive
DT-00177,2023-01-27,2023,January,4,Plant Munich,Line M2,MC-0019,Palletizer,Night (22-06),OP-0077,Tech-005,Operator Error,Manual Handling Error,Unplanned,Supplier Quality Issue,113,1.88,508.5,4.5,229,Metal Fittings,Resolved,3.13,Corrective
DT-00178,2023-01-27,2023,January,4,Plant Katowice,Line K2,MC-0033,Industrial Oven,Morning (06-14),OP-0067,Tech-025,Mechanical Failure,Belt Breakage,Unplanned,Unknown,144,2.4,1042.56,7.24,275,Automotive Parts,Resolved,3.06,Corrective
DT-00179,2023-01-27,2023,January,4,Plant Lyon,Line L3,MC-0044,CNC Machine,Afternoon (14-22),OP-0056,Tech-015,Electrical Failure,Wiring Fault,Unplanned,Inadequate Training,21,0.35,172.83,8.23,36,Electronic Housings,Resolved,1.46,Corrective
DT-00180,2023-01-28,2023,January,4,Plant Lyon,Line L3,MC-0047,Industrial Oven,Morning (06-14),OP-0011,Tech-006,Mechanical Failure,Bearing Failure,Unplanned,Unknown,113,1.88,769.53,6.81,211,Machine Tools,Pending,,Corrective
DT-00181,2023-01-28,2023,January,4,Plant Lyon,Line L2,MC-0040,Industrial Oven,Morning (06-14),OP-0098,Tech-013,Mechanical Failure,Gear Wear,Unplanned,Supplier Quality Issue,61,1.02,364.17,5.97,96,Packaging Units,Resolved,3.0,Corrective
DT-00182,2023-01-28,2023,January,4,Plant Katowice,Line K2,MC-0032,Hydraulic Press,Night (22-06),OP-0111,Tech-010,Material Shortage,Supplier Delay,Unplanned,Environmental Conditions,57,0.95,607.62,10.66,38,Machine Tools,Resolved,1.56,Predictive
DT-00183,2023-01-28,2023,January,4,Plant Lyon,Line L2,MC-0042,Conveyor System,Afternoon (14-22),OP-0089,Tech-020,Quality Issue,Calibration Drift,Unplanned,Poor Spare Parts Availability,19,0.32,58.33,3.07,28,Plastic Components,Pending,,Corrective
DT-00184,2023-01-28,2023,January,4,Plant Lyon,Line L3,MC-0044,CNC Machine,Morning (06-14),OP-0025,Tech-018,Changeover,Mold Change,Planned,Unknown,45,0.75,540.9,12.02,77,Automotive Parts,Resolved,1.7,Corrective
DT-00185,2023-01-28,2023,January,4,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Afternoon (14-22),OP-0042,Tech-018,Mechanical Failure,Bearing Failure,Unplanned,Lack of Preventive Maintenance,72,1.2,256.32,3.56,107,Electronic Housings,Resolved,2.96,Corrective
